row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
,,,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,135695.9,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,77640.84,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,698767.5900000001,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C007_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C008-01,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Date:,29/08/2007,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Scope:,HVAC,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contract Value:,5003935.85,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
1,Door Frame,nos,2893.4,2212.0,6400200.8,Verified,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
2,Plumbing Fixture,nos,4971.1,,5224626.1,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
3,Window Frame,nos,563.4,453.0,255220.2,Disputed,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
4,RCC M20,cft,2156.1,1756.0,3786111.6,Disputed,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
5,PCC 1:4:8,cft,4868.8,1607.0,7824161.6,Verified,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
6,Excavation,cft,3362,1752.0,5890224.0,Verified,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
7,Flooring,sft,3382.3,1102.0,3727294.6,Verified,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,487387.29,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,470548.07,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,48739.0,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,438648.56,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C008_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C008-02,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,15/11/06,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,HVAC,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,2735375.53,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,Window Frame,nos,4008,215.0,861720.0,Verified,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Flooring,sft,3180.4,131.0,416632.4,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,RCC M20,cft,732.7,1579.0,1156933.3,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,PCC 1:4:8,cft,4605,1765.0,8127825.0,Disputed,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,Brick Masonry,cft,"2,531/-",1310.0,3315217.0,Verified,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
6,Plumbing Fixture,nos,4584.8,2391.0,10962256.8,As per BOQ,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
7,Excavation,cft,4396.3,1737.0,7636373.1,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
8,Plastering,sft,3212.5,1645.0,5284562.5,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,320360.1,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,1365082.77,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,32036.01,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,288324.09,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C008_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C008-03,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,2007/11/03,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,HVAC,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,11162446.56,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Electrical Wiring,point,,1501.0,4873747.0,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,Window Frame,nos,572.5,1633.0,934892.5,As per BOQ,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Flooring,sft,2837.2,2459.0,6976675.0,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Plastering,sft,"PKR 1,068",407.0,,As per BOQ,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
5,PCC 1:4:8,cft,91.2,1745.0,159144.0,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
6,RCC M20,cft,3160.6,1695.0,5357217.0,Disputed,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
7,Plumbing Fixture,nos,TBD,2054.0,5634533.0,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
8,Door Frame,nos,1183.8,1405.0,1663239.0,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
9,Painting,sft,3778,1976.0,7465328.0,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,6281483.55,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,150899.29,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1358093.6,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C008_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C008-04,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,09/08/2006,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,HVAC,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,1005603.53,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,Flooring,sft,4040.7,1377.0,5564043.9,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,Painting,sft,3096.9,153.0,473825.7,As per BOQ,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Plastering,sft,2745.7,771.0,2116934.7,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,PCC 1:4:8,cft,"PKR 1,948",1175.0,2289135.0,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
5,Electrical Wiring,point,3180,340.0,1081200.0,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
6,Excavation,cft,162.9,2017.0,328569.3,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
7,Door Frame,nos,1891.5,1748.0,3306342.0,Disputed,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
8,RCC M20,cft,3822.4,928.0,3547187.2,As per BOQ,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
9,Plumbing Fixture,nos,1520.6,243.0,369505.8,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,166894.19,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,139768.0,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,16689.42,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,150204.77,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C008_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C008-05,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Date:,18-Mar-2007,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contractor:,Sultan HVAC Services,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Scope:,HVAC,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contract Value:,14586973.65,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
1,Window Frame,nos,4409.4,2288.0,10088707.2,As per BOQ,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
2,Electrical Wiring,point,2772.2,1718.0,4762640.0,Disputed,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
3,PCC 1:4:8,cft,640.8,2120.0,1358496.0,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
4,Door Frame,nos,100/-,1849.0,185084.9,Verified,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
5,Excavation,cft,4753.7,1175.0,5585597.5,Disputed,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
6,Painting,sft,2520.5,2303.0,5804711.5,Verified,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,1794179.0,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,1202622.83,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,179417.86,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,1614760.71,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C008_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C001-01,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,02-24-2012,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,10488285.93,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,PCC 1:4:8,cft,4735.6,2162.0,10238367.2,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,Painting,sft,363.7,1104.0,401524.8,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,RCC M20,cft,4151.6,1651.0,6854291.6,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,Flooring,sft,1142.7,1632.0,1864886.4,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
5,Excavation,cft,4327.4,1060.0,4587044.0,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
6,Electrical Wiring,point,3666.2,2400.0,8798880.0,Disputed,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
7,Door Frame,nos,1561.2,1369.0,2137282.8,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
8,Window Frame,nos,236.6,912.0,215779.2,As per BOQ,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
9,Plastering,sft,4463.1,573.0,2557356.3,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,902575.44,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,5264634.26,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,90257.54,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C001-02,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,2014/03/21,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,"PKR 1,376,895",,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,Flooring,sft,274.8,2050.0,563340.0,Disputed,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,RCC M20,cft,1768.7,942.0,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Window Frame,nos,2708.8,867.0,2348529.6,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,Excavation,cft,3333.8,1520.0,5067376.0,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,Electrical Wiring,point,2542.5,1000.0,2542500.0,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
6,Plumbing Fixture,nos,2231.5,,2238194.5,Disputed,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,271044.5,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,830860.78,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,27104.45,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,243940.05,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C001-03,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Date:,"September 18, 2011",,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Ahmad & Bros Construction,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,10397524.99,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
1,Plumbing Fixture,nos,1419.8,2392.0,3396161.6,As per BOQ,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
2,Electrical Wiring,point,2758.2,2330.0,6426606.0,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
3,Plastering,sft,"PKR 3,336",2082.0,6944511.0,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
4,Door Frame,nos,1527.3,1817.0,2775104.1,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
5,Painting,sft,4689.1,2202.0,10325398.2,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
6,Window Frame,nos,2718.4,1586.0,4311382.4,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
7,RCC M20,cft,3086.8,477.0,1472403.6,Verified,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
8,Excavation,cft,1708.9,162.0,276841.8,Disputed,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
9,PCC 1:4:8,cft,2892.3,1628.0,4708664.4,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1912576.08,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,7265245.89,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,191257.61,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1721318.0,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C001_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C002-01,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,12-06-2013,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Electrical,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,7763830.68,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,Flooring,sft,926.4,,286258.0,As per BOQ,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,Painting,sft,2867.7,1959.0,5617824.3,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,Plastering,sft,"PKR 3,689",128.0,472166.4,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,RCC M20,cft,38,1923.0,73074.0,As per BOQ,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
5,Brick Masonry,cft,4433.1,336.0,1489521.6,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,534120.17,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,3773778.65,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,53412.02,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,480708.15,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C002-02,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,21/10/13,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Electrical,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,5344203.45,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,Door Frame,nos,1286.6,2459.0,3163749.4,Disputed,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,Painting,sft,4007.8,2113.0,8468481.0,As per BOQ,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Electrical Wiring,point,4787.6,292.0,,Verified,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,RCC M20,cft,2626.9,355.0,932550.0,Verified,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,Excavation,cft,2174.3,1943.0,4224664.9,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,718185.71,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,3278776.33,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,71818.57,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,646367.1399999999,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C002-03,,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
